reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
EX_gln__L_e,gln__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_glu__L_e,glu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_glucan4_e,glucan4_e <=> ,ok,ok,ok,ok,ok,ok
EX_glucan6_e,glucan6_e <=> ,ok,ok,ok,ok,ok,ok
EX_glutar_e,glutar_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_asn__L_e,gly_asn__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_asp__L_e,gly_asp__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_cys_e,gly_cys_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_e,gly_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_gln_e,gly_gln_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_glu__L_e,gly_glu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_leu_e,gly_leu_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_met_e,gly_met_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_phe_e,gly_phe_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_pro__L_e,gly_pro__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_tyr_e,gly_tyr_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyb_e,glyb_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc2p_e,glyc2p_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc3p_e,glyc3p_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc_e,glyc_e <=> ,ok,ok,ok,ok,ok,ok
EX_glygln_e,glygln_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyglu_e,glyglu_e <=> ,ok,ok,ok,ok,ok,ok
EX_glygly_e,glygly_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyglygln_e,glyglygln_e <=> ,ok,ok,ok,ok,ok,ok
EX_glymet_e,glymet_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyphe_e,glyphe_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyser_e,glyser_e <=> ,ok,ok,ok,ok,ok,ok
EX_gmp_e,gmp_e <=> ,ok,ok,ok,ok,ok,ok
EX_gsn_e,gsn_e <=> ,ok,ok,ok,ok,ok,ok
EX_gthrd_e,gthrd_e <=> ,ok,ok,ok,ok,ok,ok
EX_gua_e,gua_e <=> ,ok,ok,ok,ok,ok,ok
EX_h2o2_e,h2o2_e <=> ,ok,ok,ok,ok,ok,ok
EX_h2o_e,h2o_e <=> ,ok,ok,ok,ok,ok,ok
EX_h2s_e,h2s_e <=> ,ok,ok,ok,ok,ok,ok
EX_h_e,h_e <=> ,ok,ok,ok,ok,ok,ok
EX_his__L_e,his__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_hisgly_e,hisgly_e <=> ,ok,ok,ok,ok,ok,ok
EX_hishis_e,hishis_e <=> ,ok,ok,ok,ok,ok,ok
EX_hom__L_e,hom__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_hqn_e,hqn_e <=> ,ok,ok,ok,ok,ok,ok
EX_hxa_e,hxa_e <=> ,ok,ok,ok,ok,ok,ok
EX_hxan_e,hxan_e <=> ,ok,ok,ok,ok,ok,ok
EX_icit_e,icit_e <=> ,ok,ok,ok,ok,ok,ok
EX_ile__L_e,ile__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ind3ac_e,ind3ac_e <=> ,ok,ok,ok,ok,ok,ok
EX_inost_e,inost_e <=> ,ok,ok,ok,ok,ok,ok
EX_ins_e,ins_e <=> ,ok,ok,ok,ok,ok,ok
EX_isetac_e,isetac_e <=> ,ok,ok,ok,ok,ok,ok
EX_istfrnA_e,istfrnA_e <=> ,ok,ok,ok,ok,ok,ok
EX_istfrnB_e,istfrnB_e <=> ,ok,ok,ok,ok,ok,ok
EX_k_e,k_e <=> ,ok,ok,ok,ok,ok,ok
EX_lac__L_e,lac__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_lcts_e,lcts_e <=> ,ok,ok,ok,ok,ok,ok
EX_leu__L_e,leu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_leuleu_e,leuleu_e <=> ,ok,ok,ok,ok,ok,ok
EX_lipoate_e,lipoate_e <=> ,ok,ok,ok,ok,ok,ok
EX_lmn2_e,lmn2_e <=> ,ok,ok,ok,ok,ok,ok
EX_lys__L_e,lys__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_lysglugly_e,lysglugly_e <=> ,ok,ok,ok,ok,ok,ok
EX_mal__L_e,mal__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_malt_e,malt_e <=> ,ok,ok,ok,ok,ok,ok
EX_malthp_e,malthp_e <=> ,ok,ok,ok,ok,ok,ok
EX_malthx_e,malthx_e <=> ,ok,ok,ok,ok,ok,ok
EX_malttr_e,malttr_e <=> ,ok,ok,ok,ok,ok,ok
EX_maltttr_e,maltttr_e <=> ,ok,ok,ok,ok,ok,ok
EX_man_e,man_e <=> ,ok,ok,ok,ok,ok,ok
EX_manb_e,manb_e <=> ,ok,ok,ok,ok,ok,ok
EX_mantr_e,mantr_e <=> ,ok,ok,ok,ok,ok,ok
EX_manttr_e,manttr_e <=> ,ok,ok,ok,ok,ok,ok
EX_melib_e,melib_e <=> ,ok,ok,ok,ok,ok,ok
EX_meoh_e,meoh_e <=> ,ok,ok,ok,ok,ok,ok
EX_met_L_ala__L_e,met_L_ala__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_met__D_e,met__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_met__L_e,met__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_mg2_e,mg2_e <=> ,ok,ok,ok,ok,ok,ok
EX_mn2_e,mn2_e <=> ,ok,ok,ok,ok,ok,ok
EX_mnl_e,mnl_e <=> ,ok,ok,ok,ok,ok,ok
EX_mobd_e,mobd_e <=> ,ok,ok,ok,ok,ok,ok
EX_n2o_e,n2o_e <=> ,ok,ok,ok,ok,ok,ok
EX_na1_e,na1_e <=> ,ok,ok,ok,ok,ok,ok
EX_nh4_e,nh4_e <=> ,ok,ok,ok,ok,ok,ok
EX_ni2_e,ni2_e <=> ,ok,ok,ok,ok,ok,ok
EX_no2_e,no2_e <=> ,ok,ok,ok,ok,ok,ok
EX_no3_e,no3_e <=> ,ok,ok,ok,ok,ok,ok
EX_no_e,no_e <=> ,ok,ok,ok,ok,ok,ok
EX_o2_e,o2_e <=> ,ok,ok,ok,ok,ok,ok
EX_octa_e,octa_e <=> ,ok,ok,ok,ok,ok,ok
EX_orn_e,orn_e <=> ,ok,ok,ok,ok,ok,ok
EX_oxa_e,oxa_e <=> ,ok,ok,ok,ok,ok,ok
EX_pea_e,pea_e <=> ,ok,ok,ok,ok,ok,ok
EX_phe__L_e,phe__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_pheme_e,pheme_e <=> ,ok,ok,ok,ok,ok,ok
EX_pi_e,pi_e <=> ,ok,ok,ok,ok,ok,ok
EX_ppal_e,ppal_e <=> ,ok,ok,ok,ok,ok,ok
EX_ppap_e,ppap_e <=> ,ok,ok,ok,ok,ok,ok
EX_ppt_e,ppt_e <=> ,ok,ok,ok,ok,ok,ok
EX_pro__L_e,pro__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_progly_e,progly_e <=> ,ok,ok,ok,ok,ok,ok
EX_prohisglu_e,prohisglu_e <=> ,ok,ok,ok,ok,ok,ok
EX_pser__L_e,pser__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ptrc_e,ptrc_e <=> ,ok,ok,ok,ok,ok,ok
EX_pydxn_e,pydxn_e <=> ,ok,ok,ok,ok,ok,ok
EX_pyovd_kt_e,pyovd_kt_e <=> ,ok,ok,ok,ok,ok,ok
EX_pyr_e,pyr_e <=> ,ok,ok,ok,ok,ok,ok
EX_quin_e,quin_e <=> ,ok,ok,ok,ok,ok,ok
EX_r5p_e,r5p_e <=> ,ok,ok,ok,ok,ok,ok
EX_raffin_e,raffin_e <=> ,ok,ok,ok,ok,ok,ok
EX_rib__D_e,rib__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_rmn_e,rmn_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchs2fe_e,salchs2fe_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchs4_e,salchs4_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchs4fe_e,salchs4fe_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchsx_e,salchsx_e <=> ,ok,ok,ok,ok,ok,ok
EX_salcn_e,salcn_e <=> ,ok,ok,ok,ok,ok,ok
EX_sbt__D_e,sbt__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_sel_e,sel_e <=> ,ok,ok,ok,ok,ok,ok
EX_ser__L_e,ser__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_serglugly_e,serglugly_e <=> ,ok,ok,ok,ok,ok,ok
EX_skm_e,skm_e <=> ,ok,ok,ok,ok,ok,ok
EX_slnt_e,slnt_e <=> ,ok,ok,ok,ok,ok,ok
EX_so3_e,so3_e <=> ,ok,ok,ok,ok,ok,ok
EX_so4_e,so4_e <=> ,ok,ok,ok,ok,ok,ok
EX_spmd_e,spmd_e <=> ,ok,ok,ok,ok,ok,ok
EX_stfrnA_e,stfrnA_e <=> ,ok,ok,ok,ok,ok,ok
EX_stfrnB_e,stfrnB_e <=> ,ok,ok,ok,ok,ok,ok
EX_succ_e,succ_e <=> ,ok,ok,ok,ok,ok,ok
EX_sucr_e,sucr_e <=> ,ok,ok,ok,ok,ok,ok
EX_taur_e,taur_e <=> ,ok,ok,ok,ok,ok,ok
EX_tcynt_e,tcynt_e <=> ,ok,ok,ok,ok,ok,ok
EX_thm_e,thm_e <=> ,ok,ok,ok,ok,ok,ok
EX_thr__L_e,thr__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_thrp_e,thrp_e <=> ,ok,ok,ok,ok,ok,ok
EX_tnt_e,tnt_e <=> ,ok,ok,ok,ok,ok,ok
EX_tol_e,tol_e <=> ,ok,ok,ok,ok,ok,ok
EX_tre6p_e,tre6p_e <=> ,ok,ok,ok,ok,ok,ok
EX_tre_e,tre_e <=> ,ok,ok,ok,ok,ok,ok
EX_trp__L_e,trp__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_tsul_e,tsul_e <=> ,ok,ok,ok,ok,ok,ok
EX_ttdca_e,ttdca_e <=> ,ok,ok,ok,ok,ok,ok
EX_tyr__L_e,tyr__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ump_e,ump_e <=> ,ok,ok,ok,ok,ok,ok
EX_ura_e,ura_e <=> ,ok,ok,ok,ok,ok,ok
EX_val__L_e,val__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_xan_e,xan_e <=> ,ok,ok,ok,ok,ok,ok
EX_xtsn_e,xtsn_e <=> ,ok,ok,ok,ok,ok,ok
EX_xyl3_e,xyl3_e <=> ,ok,ok,ok,ok,ok,ok
EX_xyl__D_e,xyl__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_xylan4_e,xylan4_e <=> ,ok,ok,ok,ok,ok,ok
EX_xylb_e,xylb_e <=> ,ok,ok,ok,ok,ok,ok
EX_zn2_e,zn2_e <=> ,ok,ok,ok,ok,ok,ok
12DGR120tipp,12dgr120_p --> 12dgr120_c,ok,ok,ok,ok,ok,ok
12DGR140tipp,12dgr140_p --> 12dgr140_c,ok,ok,ok,ok,ok,ok
12DGR141tipp,12dgr141_p --> 12dgr141_c,ok,ok,ok,ok,ok,ok
12DGR160tipp,12dgr160_p --> 12dgr160_c,ok,ok,ok,ok,ok,ok
12DGR161tipp,12dgr161_p --> 12dgr161_c,ok,ok,ok,ok,ok,ok
12DGR181tipp,12dgr181_p --> 12dgr181_c,ok,ok,ok,ok,ok,ok
12PPDRte,12ppd__R_c <=> 12ppd__R_e,ok,ok,ok,ok,ok,only when going backwards
23CTI1,decoa_c --> dc2coa_c,ok,ok,ok,ok,ok,ok
23CTI2,dded3coa_c --> dd2coa_c,ok,ok,ok,ok,ok,ok
23CTI3,dd_3_6_coa_c --> dd6_2_coa_c,ok,ok,ok,ok,ok,ok
24DECOAR,dec4_2_coa_c + h_c + nadph_c --> dc2coa_c + nadp_c,ok,ok,ok,ok,ok,ok
2AACLPGT180,2agpg180_c + ocdcaACP_c --> ACP_c + pg180_c,ok,ok,ok,ok,ok,ok
2ACLMM,alac__S_c --> 33hmeoxobut_c,ok,ok,ok,ok,ok,ok
2AGPA161tipp,2hdec9eg3p_p --> 2hdec9eg3p_c,ok,ok,ok,ok,ok,ok
2AGPE120tipp,2agpe120_p --> 2agpe120_c,ok,ok,ok,ok,ok,ok
2AGPE141tipp,2agpe141_p --> 2agpe141_c,ok,ok,ok,ok,ok,ok
2AGPE160tipp,2agpe160_p --> 2agpe160_c,ok,ok,ok,ok,ok,ok
2AGPE181tipp,2agpe181_p --> 2agpe181_c,ok,ok,ok,ok,ok,ok
2AGPEAT120,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT141,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT160,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT181,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPG120tipp,2agpg120_p --> 2agpg120_c,ok,ok,ok,ok,ok,ok
2AGPG141tipp,2agpg141_p --> 2agpg141_c,ok,ok,ok,ok,ok,ok
2AGPG180tipp,2agpg180_p --> 2agpg180_c,ok,ok,ok,ok,ok,ok
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,ok,ok,ok,ok,ok,ok
2DHPFALDL,2dhp_c <=> 3mob_c + fald_c,ok,ok,ok,ok,ok,only when going forwards
2HXMPt6,2hxmp_e + h_e <=> 2hxmp_c + h_c,ok,ok,ok,ok,ok,only when going forwards
2INSD,2ins_c --> dkdi_c + h2o_c,ok,ok,ok,ok,ok,ok
3AMPtex,3amp_e <=> 3amp_p,ok,ok,ok,ok,ok,only when going backwards
3CMPtex,3cmp_e <=> 3cmp_p,ok,ok,ok,ok,ok,only when going backwards
3GMPtex,3gmp_e <=> 3gmp_p,ok,ok,ok,ok,ok,only when going backwards
3HBCOAHL,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
3HPTNCOAR,3hptcoa_c + nadp_c --> 3oxptcoa_c + h_c + nadph_c,ok,ok,ok,ok,ok,ok
3M2OPLOXRD,3mop_c + h_c + lpam_c --> 2mbdhl_c + co2_c,ok,ok,ok,ok,ok,ok
3NTD2pp,3ump_p + h2o_p --> pi_p + uri_p,ok,ok,ok,ok,ok,ok
3NTD4pp,3cmp_p + h2o_p --> cytd_p + pi_p,ok,ok,ok,ok,ok,ok
3NTD7pp,3amp_p + h2o_p --> adn_p + pi_p,ok,ok,ok,ok,ok,ok
3NTD9pp,3gmp_p + h2o_p --> gsn_p + pi_p,ok,ok,ok,ok,ok,ok
3OXCOAT,coa_c + oxadpcoa_c --> accoa_c + succoa_c,ok,ok,ok,ok,ok,ok
3PEPTabcpp,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
3UMPtex,3ump_e <=> 3ump_p,ok,ok,ok,ok,ok,only when going backwards
4ABUTD,4abutn_c + h2o_c + nadp_c <=> 4abut_c + 2.0 h_c + nadph_c,ok,ok,ok,ABUTD,ok,ok
4ABUTabcpp,4abut_p + atp_c + h2o_c --> 4abut_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
4ABZt,4abz_c <=> 4abz_e,ok,ok,ok,ok,ok,ok
4HBAt,4hba_e <=> 4hba_c,ok,ok,ok,ok,ok,only when going forwards
4HBZt3pp,4hbz_c + h_p --> 4hbz_p + h_c,ok,ok,UHBZ1t_pp,ok,ok,ok
4HGLSD,4hglusa_c + h2o_c + nad_c <=> e4hglu_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
4HPRODCabcpp,4hpro_DC_p + atp_c + h2o_c --> 4hpro_DC_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
4HPRODCtex,4hpro_DC_e <=> 4hpro_DC_p,ok,ok,ok,ok,ok,only when going backwards
4HPROE,4hpro_LT_c <=> 4hpro_DC_c,ok,ok,ok,ok,ok,only when going forwards
4HPROLTabcpp,4hpro_LT_p + atp_c + h2o_c --> 4hpro_LT_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
4HPROLTtex,4hpro_LT_e <=> 4hpro_LT_p,ok,ok,ok,ok,ok,only when going backwards
4HPRO_LT_Et,4hpro_LT_e <=> 4hpro_LT_c,ok,ok,ok,ok,ok,ok
4PCP,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c,ok,ok,ok,ok,ok,ok
4PCPpp,LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p,ok,ok,ok,ok,ok,ok
