reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
EX_actn__R_e,actn__R_e <=> ,ok,ok,ok,ok,ok,ok
EX_ad_e,ad_e <=> ,ok,ok,ok,ok,ok,ok
EX_ade_e,ade_e <=> ,ok,ok,ok,ok,ok,ok
EX_adn_e,adn_e <=> ,ok,ok,ok,ok,ok,adn_e
EX_agm_e,agm_e <=> ,ok,ok,ok,ok,ok,ok
EX_akg_e,akg_e <=> ,ok,ok,ok,ok,ok,ok
EX_ala_L_asp__L_e,ala_L_asp__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ala_L_glu__L_e,ala_L_glu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ala__D_e,ala__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_ala__L_e,ala__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_alaala_e,alaala_e <=> ,ok,ok,ok,ok,ok,ok
EX_alahis_e,alahis_e <=> ,ok,ok,ok,ok,ok,ok
EX_alaleu_e,alaleu_e <=> ,ok,ok,ok,ok,ok,ok
EX_alathr_e,alathr_e <=> ,ok,ok,ok,ok,ok,ok
EX_alatrp_e,alatrp_e <=> ,ok,ok,ok,ok,ok,ok
EX_alltn_e,alltn_e <=> ,ok,ok,ok,ok,ok,ok
EX_anhgm_e,anhgm_e <=> ,ok,ok,ok,ok,ok,ok
EX_apc_e,apc_e <=> ,ok,ok,ok,ok,ok,ok
EX_arab__D_e,arab__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_arab__L_e,arab__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_arbt6p_e,arbt6p_e <=> ,ok,ok,ok,ok,ok,ok
EX_arbt_e,arbt_e <=> ,ok,ok,ok,ok,ok,ok
EX_arg__L_e,arg__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ascb__L_e,ascb__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_asn__L_e,asn__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_aso3_e,aso3_e <=> ,ok,ok,ok,ok,ok,ok
EX_aso4_e,aso4_e <=> ,ok,ok,ok,ok,ok,ok
EX_asp__L_e,asp__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_balaala_e,balaala_e <=> ,ok,ok,ok,ok,ok,ok
EX_balabala_e,balabala_e <=> ,ok,ok,ok,ok,ok,ok
EX_balagly_e,balagly_e <=> ,ok,ok,ok,ok,ok,ok
EX_balaleu_e,balaleu_e <=> ,ok,ok,ok,ok,ok,ok
EX_balamd_e,balamd_e <=> ,ok,ok,ok,ok,ok,ok
EX_but_e,but_e <=> ,ok,ok,ok,ok,ok,ok
EX_buts_e,buts_e <=> ,ok,ok,ok,ok,ok,ok
EX_butso3_e,butso3_e <=> ,ok,ok,ok,ok,ok,ok
EX_bz_e,bz_e <=> ,ok,ok,ok,ok,ok,ok
EX_ca2_e,ca2_e <=> ,ok,ok,ok,ok,ok,ok
EX_carn_e,carn_e <=> ,ok,ok,ok,ok,ok,ok
EX_catechol_e,catechol_e <=> ,ok,ok,ok,ok,ok,ok
EX_cd2_e,cd2_e <=> ,ok,ok,ok,ok,ok,ok
EX_cgly_e,cgly_e <=> ,ok,ok,ok,ok,ok,ok
EX_chol_e,chol_e <=> ,ok,ok,ok,ok,ok,ok
EX_chols_e,chols_e <=> ,ok,ok,ok,ok,ok,ok
EX_chor_e,chor_e <=> ,ok,ok,ok,ok,ok,ok
EX_chtbs_e,chtbs_e <=> ,ok,ok,ok,ok,ok,ok
EX_cinnm_e,cinnm_e <=> ,ok,ok,ok,ok,ok,ok
EX_cit_e,cit_e <=> ,ok,ok,ok,ok,ok,ok
EX_cl_e,cl_e <=> ,ok,ok,ok,ok,ok,ok
EX_cm_e,cm_e <=> ,ok,ok,ok,ok,ok,ok
EX_co2_e,co2_e <=> ,ok,ok,ok,ok,ok,ok
EX_co_e,co_e <=> ,ok,ok,ok,ok,ok,ok
EX_cobalt2_e,cobalt2_e <=> ,ok,ok,ok,ok,ok,ok
EX_creat_e,creat_e <=> ,ok,ok,ok,ok,ok,ok
EX_crn_e,crn_e <=> ,ok,ok,ok,ok,ok,ok
EX_cro4_e,cro4_e <=> ,ok,ok,ok,ok,ok,ok
EX_cu2_e,cu2_e <=> ,ok,ok,ok,ok,ok,ok
EX_cyan_e,cyan_e <=> ,ok,ok,ok,ok,ok,ok
EX_cynt_e,cynt_e <=> ,ok,ok,ok,ok,ok,ok
EX_cys__L_e,cys__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_d23hb_e,d23hb_e <=> ,ok,ok,ok,ok,ok,ok
EX_dca_e,dca_e <=> ,ok,ok,ok,ok,ok,ok
EX_dha_e,dha_e <=> ,ok,ok,ok,ok,ok,ok
EX_doxrbcn_e,doxrbcn_e <=> ,ok,ok,ok,ok,ok,ok
EX_drib_e,drib_e <=> ,ok,ok,ok,ok,ok,ok
EX_enter_e,enter_e <=> ,ok,ok,ok,ok,ok,ok
EX_eths_e,eths_e <=> ,ok,ok,ok,ok,ok,ok
EX_ethso3_e,ethso3_e <=> ,ok,ok,ok,ok,ok,ok
EX_etoh_e,etoh_e <=> ,ok,ok,ok,ok,ok,ok
EX_fald_e,fald_e <=> ,ok,ok,ok,ok,ok,ok
EX_fe2_e,fe2_e <=> ,ok,ok,ok,ok,ok,ok
EX_fe3_e,fe3_e <=> ,ok,ok,ok,ok,ok,ok
EX_fe3dcit_e,fe3dcit_e <=> ,ok,ok,ok,ok,ok,ok
EX_fe3dhbzs3_e,fe3dhbzs3_e <=> ,ok,ok,ok,ok,ok,ok
EX_fe3pyovd_kt_e,fe3pyovd_kt_e <=> ,ok,ok,ok,ok,ok,ok
EX_feenter_e,feenter_e <=> ,ok,ok,ok,ok,ok,ok
EX_fol_e,fol_e <=> ,ok,ok,ok,ok,ok,ok
EX_for_e,for_e <=> ,ok,ok,ok,ok,ok,ok
EX_fru_e,fru_e <=> ,ok,ok,ok,ok,ok,ok
EX_fuc_e,fuc_e <=> ,ok,ok,ok,ok,ok,ok
EX_fum_e,fum_e <=> ,ok,ok,ok,ok,ok,ok
EX_fusa_e,fusa_e <=> ,ok,ok,ok,ok,ok,ok
EX_g3pc_e,g3pc_e <=> ,ok,ok,ok,ok,ok,ok
EX_g3pi_e,g3pi_e <=> ,ok,ok,ok,ok,ok,ok
EX_g3ps_e,g3ps_e <=> ,ok,ok,ok,ok,ok,ok
EX_ga_e,ga_e <=> ,ok,ok,ok,ok,ok,ok
EX_gal_bD_e,gal_bD_e <=> ,ok,ok,ok,ok,ok,ok
EX_gal_e,gal_e <=> ,ok,ok,ok,ok,ok,ok
EX_galct__D_e,galct__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_galctn__D_e,galctn__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_galctn__L_e,galctn__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_galctr__D_e,galctr__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_galt_e,galt_e <=> ,ok,ok,ok,ok,ok,ok
EX_galur_e,galur_e <=> ,ok,ok,ok,ok,ok,ok
EX_gam_e,gam_e <=> ,ok,ok,ok,ok,ok,ok
EX_glc__D_e,glc__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_glcn__D_e,glcn__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_glcr_e,glcr_e <=> ,ok,ok,ok,ok,ok,ok
EX_glcur_e,glcur_e <=> ,ok,ok,ok,ok,ok,ok
EX_gln__L_e,gln__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_glu__L_e,glu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_asn__L_e,gly_asn__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_asp__L_e,gly_asp__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_e,gly_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_glu__L_e,gly_glu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_gly_pro__L_e,gly_pro__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyb_e,glyb_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc2p_e,glyc2p_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc3p_e,glyc3p_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc__R_e,glyc__R_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyc_e,glyc_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyclt_e,glyclt_e <=> ,ok,ok,ok,ok,ok,ok
EX_glygln_e,glygln_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyglu_e,glyglu_e <=> ,ok,ok,ok,ok,ok,ok
EX_glygly_e,glygly_e <=> ,ok,ok,ok,ok,ok,ok
EX_glymet_e,glymet_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyphe_e,glyphe_e <=> ,ok,ok,ok,ok,ok,ok
EX_glyser_e,glyser_e <=> ,ok,ok,ok,ok,ok,ok
EX_gsn_e,gsn_e <=> ,ok,ok,ok,ok,ok,ok
EX_gthrd_e,gthrd_e <=> ,ok,ok,ok,ok,ok,ok
EX_gua_e,gua_e <=> ,ok,ok,ok,ok,ok,ok
EX_h2_e,h2_e <=> ,ok,ok,ok,ok,ok,ok
EX_h2o_e,h2o_e <=> ,ok,ok,ok,ok,ok,ok
EX_h2s_e,h2s_e <=> ,ok,ok,ok,ok,ok,ok
EX_h_e,h_e <=> ,ok,ok,ok,ok,ok,ok
EX_hco3_e,hco3_e <=> ,ok,ok,ok,ok,ok,ok
EX_hexs_e,hexs_e <=> ,ok,ok,ok,ok,ok,ok
EX_his__L_e,his__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_hisgly_e,hisgly_e <=> ,ok,ok,ok,ok,ok,ok
EX_hishis_e,hishis_e <=> ,ok,ok,ok,ok,ok,ok
EX_hom__L_e,hom__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_hpta_e,hpta_e <=> ,ok,ok,ok,ok,ok,ok
EX_hxa_e,hxa_e <=> ,ok,ok,ok,ok,ok,ok
EX_hxan_e,hxan_e <=> ,ok,ok,ok,ok,ok,ok
EX_ibt_e,ibt_e <=> ,ok,ok,ok,ok,ok,ok
EX_icit_e,icit_e <=> ,ok,ok,ok,ok,ok,ok
EX_ile__L_e,ile__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ind3ac_e,ind3ac_e <=> ,ok,ok,ok,ok,ok,ok
EX_indole_e,indole_e <=> ,ok,ok,ok,ok,ok,ok
EX_inost_e,inost_e <=> ,ok,ok,ok,ok,ok,ok
EX_ins_e,ins_e <=> ,ok,ok,ok,ok,ok,ok
EX_isetac_e,isetac_e <=> ,ok,ok,ok,ok,ok,ok
EX_istfrnA_e,istfrnA_e <=> ,ok,ok,ok,ok,ok,ok
EX_istfrnB_e,istfrnB_e <=> ,ok,ok,ok,ok,ok,ok
EX_istnt_e,istnt_e <=> ,ok,ok,ok,ok,ok,ok
EX_k_e,k_e <=> ,ok,ok,ok,ok,ok,ok
EX_lac__D_e,lac__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_lac__L_e,lac__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_lcts_e,lcts_e <=> ,ok,ok,ok,ok,ok,ok
EX_leu__D_e,leu__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_leu__L_e,leu__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_leuleu_e,leuleu_e <=> ,ok,ok,ok,ok,ok,ok
EX_lnlc_e,lnlc_e <=> ,ok,ok,ok,ok,ok,ok
EX_lys__D_e,lys__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_lys__L_e,lys__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_m_xyl_e,m_xyl_e <=> ,ok,ok,ok,ok,ok,ok
EX_mal__D_e,mal__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_mal__L_e,mal__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_malt_e,malt_e <=> ,ok,ok,ok,ok,ok,ok
EX_malthp_e,malthp_e <=> ,ok,ok,ok,ok,ok,ok
EX_malthx_e,malthx_e <=> ,ok,ok,ok,ok,ok,ok
EX_malttr_e,malttr_e <=> ,ok,ok,ok,ok,ok,ok
EX_man_e,man_e <=> ,ok,ok,ok,ok,ok,ok
EX_meoh_e,meoh_e <=> ,ok,ok,ok,ok,ok,ok
EX_met_L_ala__L_e,met_L_ala__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_met__D_e,met__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_met__L_e,met__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_metox__R_e,metox__R_e <=> ,ok,ok,ok,ok,ok,ok
EX_metox_e,metox_e <=> ,ok,ok,ok,ok,ok,ok
EX_mg2_e,mg2_e <=> ,ok,ok,ok,ok,ok,ok
EX_mn2_e,mn2_e <=> ,ok,ok,ok,ok,ok,ok
EX_mnl_e,mnl_e <=> ,ok,ok,ok,ok,ok,ok
EX_mobd_e,mobd_e <=> ,ok,ok,ok,ok,ok,ok
EX_mso3_e,mso3_e <=> ,ok,ok,ok,ok,ok,ok
EX_na1_e,na1_e <=> ,ok,ok,ok,ok,ok,ok
EX_nac_e,nac_e <=> ,ok,ok,ok,ok,ok,ok
EX_ncam_e,ncam_e <=> ,ok,ok,ok,ok,ok,ok
EX_nh4_e,nh4_e <=> ,ok,ok,ok,ok,ok,ok
EX_ni2_e,ni2_e <=> ,ok,ok,ok,ok,ok,ok
EX_nmn_e,nmn_e <=> ,ok,ok,ok,ok,ok,ok
EX_no2_e,no2_e <=> ,ok,ok,ok,ok,ok,ok
EX_no3_e,no3_e <=> ,ok,ok,ok,ok,ok,ok
EX_no_e,no_e <=> ,ok,ok,ok,ok,ok,ok
EX_nona_e,nona_e <=> ,ok,ok,ok,ok,ok,ok
EX_novbcn_e,novbcn_e <=> ,ok,ok,ok,ok,ok,ok
EX_o2_e,o2_e <=> ,ok,ok,ok,ok,ok,ok
EX_oaa_e,oaa_e <=> ,ok,ok,ok,ok,ok,ok
EX_octa_e,octa_e <=> ,ok,ok,ok,ok,ok,ok
EX_orn__L_e,orn__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_orn_e,orn_e <=> ,ok,ok,ok,ok,ok,ok
EX_orot_e,orot_e <=> ,ok,ok,ok,ok,ok,ok
EX_oxa_e,oxa_e <=> ,ok,ok,ok,ok,ok,ok
EX_p_xyl_e,p_xyl_e <=> ,ok,ok,ok,ok,ok,ok
EX_pentso3_e,pentso3_e <=> ,ok,ok,ok,ok,ok,ok
EX_phe__L_e,phe__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_phedca_e,phedca_e <=> ,ok,ok,ok,ok,ok,ok
EX_phehpa_e,phehpa_e <=> ,ok,ok,ok,ok,ok,ok
EX_phehxa_e,phehxa_e <=> ,ok,ok,ok,ok,ok,ok
EX_pheme_e,pheme_e <=> ,ok,ok,ok,ok,ok,ok
EX_phenona_e,phenona_e <=> ,ok,ok,ok,ok,ok,ok
EX_pheocta_e,pheocta_e <=> ,ok,ok,ok,ok,ok,ok
EX_phept_e,phept_e <=> ,ok,ok,ok,ok,ok,ok
EX_pi_e,pi_e <=> ,ok,ok,ok,ok,ok,ok
EX_ppa_e,ppa_e <=> ,ok,ok,ok,ok,ok,ok
EX_ppoh_e,ppoh_e <=> ,ok,ok,ok,ok,ok,ok
EX_pro__L_e,pro__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_progly_e,progly_e <=> ,ok,ok,ok,ok,ok,ok
EX_prohisglu_e,prohisglu_e <=> ,ok,ok,ok,ok,ok,ok
EX_pta_e,pta_e <=> ,ok,ok,ok,ok,ok,ok
EX_ptrc_e,ptrc_e <=> ,ok,ok,ok,ok,ok,ok
EX_ptsla_e,ptsla_e <=> ,ok,ok,ok,ok,ok,ok
EX_pydxn_e,pydxn_e <=> ,ok,ok,ok,ok,ok,ok
EX_pyovd_kt_e,pyovd_kt_e <=> ,ok,ok,ok,ok,ok,ok
EX_pyr_e,pyr_e <=> ,ok,ok,ok,ok,ok,ok
EX_rib__D_e,rib__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_rmn_e,rmn_e <=> ,ok,ok,ok,ok,ok,ok
EX_s_e,s_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchs2_e,salchs2_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchs2fe_e,salchs2fe_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchs4fe_e,salchs4fe_e <=> ,ok,ok,ok,ok,ok,ok
EX_salchsx_e,salchsx_e <=> ,ok,ok,ok,ok,ok,ok
EX_sbt__D_e,sbt__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_sel_e,sel_e <=> ,ok,ok,ok,ok,ok,ok
EX_ser__L_e,ser__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_serglugly_e,serglugly_e <=> ,ok,ok,ok,ok,ok,ok
EX_sheme_e,sheme_e <=> ,ok,ok,ok,ok,ok,ok
EX_skm_e,skm_e <=> ,ok,ok,ok,ok,ok,ok
EX_slnt_e,slnt_e <=> ,ok,ok,ok,ok,ok,ok
EX_so3_e,so3_e <=> ,ok,ok,ok,ok,ok,ok
EX_so4_e,so4_e <=> ,ok,ok,ok,ok,ok,ok
EX_spmd_e,spmd_e <=> ,ok,ok,ok,ok,ok,ok
EX_srb__L_e,srb__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_stfrnA_e,stfrnA_e <=> ,ok,ok,ok,ok,ok,ok
EX_stfrnB_e,stfrnB_e <=> ,ok,ok,ok,ok,ok,ok
EX_succ_e,succ_e <=> ,ok,ok,ok,ok,ok,ok
EX_sucr_e,sucr_e <=> ,ok,ok,ok,ok,ok,ok
EX_sula_e,sula_e <=> ,ok,ok,ok,ok,ok,ok
EX_sulfac_e,sulfac_e <=> ,ok,ok,ok,ok,ok,ok
EX_tartr__L_e,tartr__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_taur_e,taur_e <=> ,ok,ok,ok,ok,ok,ok
EX_tcb_e,tcb_e <=> ,ok,ok,ok,ok,ok,ok
EX_tcynt_e,tcynt_e <=> ,ok,ok,ok,ok,ok,ok
EX_thr__L_e,thr__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_thym_e,thym_e <=> ,ok,ok,ok,ok,ok,ok
EX_tnt_e,tnt_e <=> ,ok,ok,ok,ok,ok,ok
EX_tol_e,tol_e <=> ,ok,ok,ok,ok,ok,ok
EX_tre6p_e,tre6p_e <=> ,ok,ok,ok,ok,ok,ok
EX_tre_e,tre_e <=> ,ok,ok,ok,ok,ok,ok
EX_trp__L_e,trp__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_tsul_e,tsul_e <=> ,ok,ok,ok,ok,ok,ok
EX_ttrcyc_e,ttrcyc_e <=> ,ok,ok,ok,ok,ok,ok
EX_tyr__D_e,tyr__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_tyr__L_e,tyr__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_ura_e,ura_e <=> ,ok,ok,ok,ok,ok,ok
EX_urate_e,urate_e <=> ,ok,ok,ok,ok,ok,ok
EX_uri_e,uri_e <=> ,ok,ok,ok,ok,ok,uri_e
EX_val__D_e,val__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_val__L_e,val__L_e <=> ,ok,ok,ok,ok,ok,ok
EX_vanlt_e,vanlt_e <=> ,ok,ok,ok,ok,ok,ok
EX_xan_e,xan_e <=> ,ok,ok,ok,ok,ok,ok
EX_xyl__D_e,xyl__D_e <=> ,ok,ok,ok,ok,ok,ok
EX_zn2_e,zn2_e <=> ,ok,ok,ok,ok,ok,ok
12DGR120tipp,12dgr120_p --> 12dgr120_c,ok,ok,ok,ok,ok,ok
12DGR140tipp,12dgr140_p --> 12dgr140_c,ok,ok,ok,ok,ok,ok
12DGR141tipp,12dgr141_p --> 12dgr141_c,ok,ok,ok,ok,ok,ok
12DGR161tipp,12dgr161_p --> 12dgr161_c,ok,ok,ok,ok,ok,ok
12DGR180tipp,12dgr180_p --> 12dgr180_c,ok,ok,ok,ok,ok,ok
13PPDH,3hppnl_c + h_c + nadh_c <=> 13ppd_c + nad_c,ok,ok,ok,ok,ok,3hppnl_c;13ppd_c
1P2CBXLCYCL,5a2opntn_c <=> 1p2cbxl_c + h2o_c + h_c,ok,ok,ok,ok,ok,only when going backwards
1P2CBXLR,1p2cbxl_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,ok,ok,ok,ok,ok,ok
1PPDCRc,1pipdn2c_c + h_c + nadph_c --> Lpipecol_c + nadp_c,ok,ok,ok,ok,ok,ok
23CTI1,decoa_c --> dc2coa_c,ok,ok,ok,ok,ok,ok
23CTI3,dd_3_6_coa_c --> dd6_2_coa_c,ok,ok,ok,ok,ok,ok
24DECOAR,dec4_2_coa_c + h_c + nadph_c --> dc2coa_c + nadp_c,ok,ok,ok,ok,ok,ok
25DKGLCNt2rpp,25dkglcn_p + h_p --> 25dkglcn_c + h_c,ok,ok,ok,ok,ok,ok
25DKGLCNtex,25dkglcn_e <=> 25dkglcn_p,ok,ok,ok,ok,ok,only when going backwards
2AACLPGT160,2agpg160_c + palmACP_c --> ACP_c + pg160_c,ok,ok,ok,ok,ok,ok
2AACLPGT181,2agpg181_c + octeACP_c --> ACP_c + pg181_c,ok,ok,ok,ok,ok,ok
2AACLPPEAT160,2agpe160_c + palmACP_c --> ACP_c + pe160_c,ok,ok,ok,ok,ok,ok
2AACLPPEAT181,2agpe181_c + octeACP_c --> ACP_c + pe181_c,ok,ok,ok,ok,ok,ok
2AGPA160tipp,2hdecg3p_p --> 2hdecg3p_c,ok,ok,ok,ok,ok,ok
2AGPA161tipp,2hdec9eg3p_p --> 2hdec9eg3p_c,ok,ok,ok,ok,ok,ok
2AGPA181tipp,2odec11eg3p_p --> 2odec11eg3p_c,ok,ok,ok,ok,ok,ok
2AGPE120tipp,2agpe120_p --> 2agpe120_c,ok,ok,ok,ok,ok,ok
2AGPE140tipp,2agpe140_p --> 2agpe140_c,ok,ok,ok,ok,ok,ok
2AGPE141tipp,2agpe141_p --> 2agpe141_c,ok,ok,ok,ok,ok,ok
2AGPE160tipp,2agpe160_p --> 2agpe160_c,ok,ok,ok,ok,ok,ok
2AGPE161tipp,2agpe161_p --> 2agpe161_c,ok,ok,ok,ok,ok,ok
2AGPE180tipp,2agpe180_p --> 2agpe180_c,ok,ok,ok,ok,ok,ok
2AGPE181tipp,2agpe181_p --> 2agpe181_c,ok,ok,ok,ok,ok,ok
2AGPEAT120,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT140,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT141,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT161,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPEAT180,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,ok,ok,ok,ok,ok,ok
2AGPG120tipp,2agpg120_p --> 2agpg120_c,ok,ok,ok,ok,ok,ok
2AGPG140tipp,2agpg140_p --> 2agpg140_c,ok,ok,ok,ok,ok,ok
2AGPG141tipp,2agpg141_p --> 2agpg141_c,ok,ok,ok,ok,ok,ok
2AGPG160tipp,2agpg160_p --> 2agpg160_c,ok,ok,ok,ok,ok,ok
2AGPG161tipp,2agpg161_p --> 2agpg161_c,ok,ok,ok,ok,ok,ok
2AGPG180tipp,2agpg180_p --> 2agpg180_c,ok,ok,ok,ok,ok,ok
2AGPG181tipp,2agpg181_p --> 2agpg181_c,ok,ok,ok,ok,ok,ok
